"Step","Sadam - TrainLoss","Sadam - TrainLoss__MIN","Sadam - TrainLoss__MAX","OGD - TrainLoss","OGD - TrainLoss__MIN","OGD - TrainLoss__MAX","SCRms - TrainLoss","SCRms - TrainLoss__MIN","SCRms - TrainLoss__MAX","SCAdagrad - TrainLoss","SCAdagrad - TrainLoss__MIN","SCAdagrad - TrainLoss__MAX","AmsGrad - TrainLoss","AmsGrad - TrainLoss__MIN","AmsGrad - TrainLoss__MAX","Adam - TrainLoss","Adam - TrainLoss__MIN","Adam - TrainLoss__MAX"
"15","546.471833884716","546.471833884716","546.471833884716","811.0430744290352","811.0430744290352","811.0430744290352","554.6468234658241","554.6468234658241","554.6468234658241","559.1059907376766","559.1059907376766","559.1059907376766","500.348773419857","500.348773419857","500.348773419857","497.0317232608795","497.0317232608795","497.0317232608795"
"16","535.0853364765644","535.0853364765644","535.0853364765644","793.4273265600204","793.4273265600204","793.4273265600204","541.3230311870575","541.3230311870575","541.3230311870575","545.1702304184437","545.1702304184437","545.1702304184437","488.6215292811394","488.6215292811394","488.6215292811394","490.1347241997719","490.1347241997719","490.1347241997719"
"17","527.9864726960659","527.9864726960659","527.9864726960659","774.2680396437645","774.2680396437645","774.2680396437645","531.5001997947693","531.5001997947693","531.5001997947693","534.9098523259163","534.9098523259163","534.9098523259163","474.5000455081463","474.5000455081463","474.5000455081463","478.38986560702324","478.38986560702324","478.38986560702324"
"18","514.8543017506599","514.8543017506599","514.8543017506599","754.4412674307823","754.4412674307823","754.4412674307823","519.726330280304","519.726330280304","519.726330280304","523.4838366210461","523.4838366210461","523.4838366210461","468.84755793213844","468.84755793213844","468.84755793213844","468.653582662344","468.653582662344","468.653582662344"
"19","508.6912094950676","508.6912094950676","508.6912094950676","736.7652515769005","736.7652515769005","736.7652515769005","513.0439003109932","513.0439003109932","513.0439003109932","515.6147185564041","515.6147185564041","515.6147185564041","461.8171916902065","461.8171916902065","461.8171916902065","460.27898398041725","460.27898398041725","460.27898398041725"
"20","498.05642625689507","498.05642625689507","498.05642625689507","721.7927967905998","721.7927967905998","721.7927967905998","499.5755874812603","499.5755874812603","499.5755874812603","505.39150884747505","505.39150884747505","505.39150884747505","452.1889632344246","452.1889632344246","452.1889632344246","453.27110159397125","453.27110159397125","453.27110159397125"
"21","485.6819734275341","485.6819734275341","485.6819734275341","706.1699764728546","706.1699764728546","706.1699764728546","490.8048306405544","490.8048306405544","490.8048306405544","494.3075357377529","494.3075357377529","494.3075357377529","435.22600297629833","435.22600297629833","435.22600297629833","441.07747273147106","441.07747273147106","441.07747273147106"
"22","481.8863373696804","481.8863373696804","481.8863373696804","685.0964367389679","685.0964367389679","685.0964367389679","480.99609249830246","480.99609249830246","480.99609249830246","485.70748123526573","485.70748123526573","485.70748123526573","433.2834934592247","433.2834934592247","433.2834934592247","437.7475880086422","437.7475880086422","437.7475880086422"
"23","475.5721567571163","475.5721567571163","475.5721567571163","670.6910647749901","670.6910647749901","670.6910647749901","474.58149313926697","474.58149313926697","474.58149313926697","478.4229973256588","478.4229973256588","478.4229973256588","429.13271167874336","429.13271167874336","429.13271167874336","429.6826044470072","429.6826044470072","429.6826044470072"
"24","465.77975764870644","465.77975764870644","465.77975764870644","656.6386524438858","656.6386524438858","656.6386524438858","464.97603273391724","464.97603273391724","464.97603273391724","468.94808235764503","468.94808235764503","468.94808235764503","421.22907969355583","421.22907969355583","421.22907969355583","420.17236599326134","420.17236599326134","420.17236599326134"
"25","456.5840470790863","456.5840470790863","456.5840470790863","640.649019241333","640.649019241333","640.649019241333","460.3936736881733","460.3936736881733","460.3936736881733","465.47579950094223","465.47579950094223","465.47579950094223","416.7760018110275","416.7760018110275","416.7760018110275","420.12644252181053","420.12644252181053","420.12644252181053"
"26","452.0437716245651","452.0437716245651","452.0437716245651","629.5582259893417","629.5582259893417","629.5582259893417","454.02957728505135","454.02957728505135","454.02957728505135","455.68061032891273","455.68061032891273","455.68061032891273","410.34624978899956","410.34624978899956","410.34624978899956","412.6763361990452","412.6763361990452","412.6763361990452"
"27","448.9976986050606","448.9976986050606","448.9976986050606","618.3641530573368","618.3641530573368","618.3641530573368","444.8734739124775","444.8734739124775","444.8734739124775","449.05683824419975","449.05683824419975","449.05683824419975","405.7900330722332","405.7900330722332","405.7900330722332","406.668221578002","406.668221578002","406.668221578002"
"28","441.98570013046265","441.98570013046265","441.98570013046265","602.4222114086151","602.4222114086151","602.4222114086151","440.65451514720917","440.65451514720917","440.65451514720917","443.2890248596668","443.2890248596668","443.2890248596668","403.18067994713783","403.18067994713783","403.18067994713783","406.5668440461159","406.5668440461159","406.5668440461159"
"29","434.91570714116096","434.91570714116096","434.91570714116096","592.025915145874","592.025915145874","592.025915145874","433.22984659671783","433.22984659671783","433.22984659671783","436.68231895565987","436.68231895565987","436.68231895565987","397.79067285358906","397.79067285358906","397.79067285358906","396.45266304910183","396.45266304910183","396.45266304910183"
"30","432.6615369617939","432.6615369617939","432.6615369617939","580.9720076024532","580.9720076024532","580.9720076024532","431.151807397604","431.151807397604","431.151807397604","432.41792103648186","432.41792103648186","432.41792103648186","396.62010984122753","396.62010984122753","396.62010984122753","393.55000284314156","393.55000284314156","393.55000284314156"
"31","425.9836528301239","425.9836528301239","425.9836528301239","569.5720846056938","569.5720846056938","569.5720846056938","424.6200678050518","424.6200678050518","424.6200678050518","427.31679075956345","427.31679075956345","427.31679075956345","389.45182463526726","389.45182463526726","389.45182463526726","393.511901602149","393.511901602149","393.511901602149"
"32","420.2557256221771","420.2557256221771","420.2557256221771","557.4380509257317","557.4380509257317","557.4380509257317","412.73023718595505","412.73023718595505","412.73023718595505","413.9108042418957","413.9108042418957","413.9108042418957","381.88258896768093","381.88258896768093","381.88258896768093","387.56656804680824","387.56656804680824","387.56656804680824"
"33","417.22904658317566","417.22904658317566","417.22904658317566","544.2763288319111","544.2763288319111","544.2763288319111","409.62028220295906","409.62028220295906","409.62028220295906","413.1676113307476","413.1676113307476","413.1676113307476","379.3499205559492","379.3499205559492","379.3499205559492","382.0502867400646","382.0502867400646","382.0502867400646"
"34","408.36725425720215","408.36725425720215","408.36725425720215","539.9891155362129","539.9891155362129","539.9891155362129","408.1806141734123","408.1806141734123","408.1806141734123","409.53168192505836","409.53168192505836","409.53168192505836","377.4564021527767","377.4564021527767","377.4564021527767","374.17133912444115","374.17133912444115","374.17133912444115"
"35","408.4800604134798","408.4800604134798","408.4800604134798","532.7169244289398","532.7169244289398","532.7169244289398","404.2899699360132","404.2899699360132","404.2899699360132","406.8407357633114","406.8407357633114","406.8407357633114","372.45740738511086","372.45740738511086","372.45740738511086","375.9745643734932","375.9745643734932","375.9745643734932"
"36","401.7934474647045","401.7934474647045","401.7934474647045","516.4668850302696","516.4668850302696","516.4668850302696","399.49901692569256","399.49901692569256","399.49901692569256","400.41296991705894","400.41296991705894","400.41296991705894","371.37500147521496","371.37500147521496","371.37500147521496","373.0660059005022","373.0660059005022","373.0660059005022"
"37","396.793061375618","396.793061375618","396.793061375618","510.236400693655","510.236400693655","510.236400693655","392.1621031165123","392.1621031165123","392.1621031165123","396.5554508268833","396.5554508268833","396.5554508268833","366.02938087284565","366.02938087284565","366.02938087284565","365.3000177592039","365.3000177592039","365.3000177592039"
"38","394.69423516094685","394.69423516094685","394.69423516094685","500.3275383114815","500.3275383114815","500.3275383114815","390.8531716763973","390.8531716763973","390.8531716763973","392.90497970581055","392.90497970581055","392.90497970581055","365.2098798006773","365.2098798006773","365.2098798006773","363.62209562957287","363.62209562957287","363.62209562957287"
"39","388.5561564564705","388.5561564564705","388.5561564564705","486.73328399658203","486.73328399658203","486.73328399658203","382.5878926515579","382.5878926515579","382.5878926515579","383.7077567577362","383.7077567577362","383.7077567577362","357.2259787619114","357.2259787619114","357.2259787619114","361.6850057989359","361.6850057989359","361.6850057989359"
"40","384.8207393735647","384.8207393735647","384.8207393735647","481.7862167060375","481.7862167060375","481.7862167060375","379.642953813076","379.642953813076","379.642953813076","382.2056972384453","382.2056972384453","382.2056972384453","353.1715390384197","353.1715390384197","353.1715390384197","357.6615109741688","357.6615109741688","357.6615109741688"
"41","382.84335239231586","382.84335239231586","382.84335239231586","474.6177133023739","474.6177133023739","474.6177133023739","375.9187164157629","375.9187164157629","375.9187164157629","380.1943008303642","380.1943008303642","380.1943008303642","354.91410022974014","354.91410022974014","354.91410022974014","358.4092592447996","358.4092592447996","358.4092592447996"
"42","378.3223450779915","378.3223450779915","378.3223450779915","462.805573284626","462.805573284626","462.805573284626","371.8827866613865","371.8827866613865","371.8827866613865","375.99403274059296","375.99403274059296","375.99403274059296","349.55478598177433","349.55478598177433","349.55478598177433","353.5475622266531","353.5475622266531","353.5475622266531"
"43","372.06889347732067","372.06889347732067","372.06889347732067","453.72627145051956","453.72627145051956","453.72627145051956","368.88760817050934","368.88760817050934","368.88760817050934","371.2167628258467","371.2167628258467","371.2167628258467","348.3001864105463","348.3001864105463","348.3001864105463","353.8959055095911","353.8959055095911","353.8959055095911"
"44","369.4392424970865","369.4392424970865","369.4392424970865","449.2046441435814","449.2046441435814","449.2046441435814","364.4758708178997","364.4758708178997","364.4758708178997","367.69130805134773","367.69130805134773","367.69130805134773","348.67693707346916","348.67693707346916","348.67693707346916","347.2901786863804","347.2901786863804","347.2901786863804"
"45","365.29548159241676","365.29548159241676","365.29548159241676","446.33238965272903","446.33238965272903","446.33238965272903","362.93815699219704","362.93815699219704","362.93815699219704","364.7981516867876","364.7981516867876","364.7981516867876","342.90935046970844","342.90935046970844","342.90935046970844","336.4297578930855","336.4297578930855","336.4297578930855"
"46","358.9301260262728","358.9301260262728","358.9301260262728","435.29405680298805","435.29405680298805","435.29405680298805","357.8894977122545","357.8894977122545","357.8894977122545","359.8361015319824","359.8361015319824","359.8361015319824","339.50293420255184","339.50293420255184","339.50293420255184","336.3379339426756","336.3379339426756","336.3379339426756"
"47","358.7368725389242","358.7368725389242","358.7368725389242","426.9766452014446","426.9766452014446","426.9766452014446","355.4941859692335","355.4941859692335","355.4941859692335","356.972176656127","356.972176656127","356.972176656127","338.5258069783449","338.5258069783449","338.5258069783449","341.10221503674984","341.10221503674984","341.10221503674984"
"48","357.89302691817284","357.89302691817284","357.89302691817284","419.3872669637203","419.3872669637203","419.3872669637203","350.4266820997","350.4266820997","350.4266820997","352.5511635988951","352.5511635988951","352.5511635988951","337.37157152593136","337.37157152593136","337.37157152593136","331.38573621213436","331.38573621213436","331.38573621213436"
"49","355.2045608609915","355.2045608609915","355.2045608609915","414.77219355106354","414.77219355106354","414.77219355106354","345.0006989389658","345.0006989389658","345.0006989389658","348.109303355217","348.109303355217","348.109303355217","331.0964138060808","331.0964138060808","331.0964138060808","329.1781682819128","329.1781682819128","329.1781682819128"
"50","349.8205575942993","349.8205575942993","349.8205575942993","403.7678798735142","403.7678798735142","403.7678798735142","346.76477617025375","346.76477617025375","346.76477617025375","345.33355836570263","345.33355836570263","345.33355836570263","328.872652053833","328.872652053833","328.872652053833","328.5815524160862","328.5815524160862","328.5815524160862"
"51","349.3810964971781","349.3810964971781","349.3810964971781","400.49052791297436","400.49052791297436","400.49052791297436","342.3669720739126","342.3669720739126","342.3669720739126","346.399214014411","346.399214014411","346.399214014411","332.6207663267851","332.6207663267851","332.6207663267851","327.2895520031452","327.2895520031452","327.2895520031452"
"52","348.3749642819166","348.3749642819166","348.3749642819166","398.15014277398586","398.15014277398586","398.15014277398586","340.1385513693094","340.1385513693094","340.1385513693094","341.6824417710304","341.6824417710304","341.6824417710304","326.01648174226284","326.01648174226284","326.01648174226284","325.86121463775635","325.86121463775635","325.86121463775635"
"53","343.7402732670307","343.7402732670307","343.7402732670307","390.691111266613","390.691111266613","390.691111266613","336.39603167772293","336.39603167772293","336.39603167772293","338.99819922447205","338.99819922447205","338.99819922447205","321.94230794906616","321.94230794906616","321.94230794906616","322.0729518532753","322.0729518532753","322.0729518532753"
"54","342.01400592923164","342.01400592923164","342.01400592923164","381.30492374300957","381.30492374300957","381.30492374300957","332.88172717392445","332.88172717392445","332.88172717392445","337.8042279332876","337.8042279332876","337.8042279332876","319.1543138027191","319.1543138027191","319.1543138027191","318.52612344920635","318.52612344920635","318.52612344920635"
"55","340.6733637601137","340.6733637601137","340.6733637601137","374.9810886532068","374.9810886532068","374.9810886532068","332.75577561557293","332.75577561557293","332.75577561557293","332.0357945263386","332.0357945263386","332.0357945263386","320.36935889720917","320.36935889720917","320.36935889720917","319.1823377162218","319.1823377162218","319.1823377162218"
"56","337.5742689371109","337.5742689371109","337.5742689371109","371.44568035006523","371.44568035006523","371.44568035006523","330.23407323658466","330.23407323658466","330.23407323658466","331.6806716620922","331.6806716620922","331.6806716620922","314.54516999423504","314.54516999423504","314.54516999423504","319.14900693297386","319.14900693297386","319.14900693297386"
"57","334.52790351212025","334.52790351212025","334.52790351212025","365.7802210897207","365.7802210897207","365.7802210897207","325.2775729596615","325.2775729596615","325.2775729596615","328.2968203127384","328.2968203127384","328.2968203127384","317.5199377462268","317.5199377462268","317.5199377462268","315.4541210383177","315.4541210383177","315.4541210383177"
"58","333.2191055417061","333.2191055417061","333.2191055417061","362.40246137976646","362.40246137976646","362.40246137976646","326.071564912796","326.071564912796","326.071564912796","327.35664498806","327.35664498806","327.35664498806","309.91134452819824","309.91134452819824","309.91134452819824","309.64678663015366","309.64678663015366","309.64678663015366"
"59","330.26638984680176","330.26638984680176","330.26638984680176","357.3327302336693","357.3327302336693","357.3327302336693","319.22981406748295","319.22981406748295","319.22981406748295","323.1487342119217","323.1487342119217","323.1487342119217","308.0312653928995","308.0312653928995","308.0312653928995","311.03037007153034","311.03037007153034","311.03037007153034"
"60","322.31596836447716","322.31596836447716","322.31596836447716","351.218489125371","351.218489125371","351.218489125371","316.0633087158203","316.0633087158203","316.0633087158203","318.88615810871124","318.88615810871124","318.88615810871124","304.4800605773926","304.4800605773926","304.4800605773926","306.0366885513067","306.0366885513067","306.0366885513067"
"61","329.78574031591415","329.78574031591415","329.78574031591415","348.7995485663414","348.7995485663414","348.7995485663414","319.44260424375534","319.44260424375534","319.44260424375534","319.46212461590767","319.46212461590767","319.46212461590767","303.48597480356693","303.48597480356693","303.48597480356693","310.04587607085705","310.04587607085705","310.04587607085705"
"62","321.908287063241","321.908287063241","321.908287063241","343.69061483442783","343.69061483442783","343.69061483442783","319.47279419004917","319.47279419004917","319.47279419004917","320.7718776911497","320.7718776911497","320.7718776911497","301.21894930303097","301.21894930303097","301.21894930303097","303.83817142248154","303.83817142248154","303.83817142248154"
"63","319.19968697428703","319.19968697428703","319.19968697428703","339.20160135626793","339.20160135626793","339.20160135626793","316.10211201012135","316.10211201012135","316.10211201012135","314.88023230433464","314.88023230433464","314.88023230433464","299.96495957672596","299.96495957672596","299.96495957672596","301.28500965982676","301.28500965982676","301.28500965982676"
"64","318.0359263122082","318.0359263122082","318.0359263122082","329.5968102365732","329.5968102365732","329.5968102365732","309.2271585613489","309.2271585613489","309.2271585613489","310.45791414380074","310.45791414380074","310.45791414380074","297.56113835424185","297.56113835424185","297.56113835424185","302.12287920713425","302.12287920713425","302.12287920713425"
"65","315.73916351795197","315.73916351795197","315.73916351795197","328.0313731729984","328.0313731729984","328.0313731729984","305.2015994787216","305.2015994787216","305.2015994787216","309.3007690310478","309.3007690310478","309.3007690310478","297.06429651379585","297.06429651379585","297.06429651379585","297.6814302653074","297.6814302653074","297.6814302653074"
"66","317.07518906891346","317.07518906891346","317.07518906891346","322.6323781609535","322.6323781609535","322.6323781609535","305.5301097780466","305.5301097780466","305.5301097780466","307.77252519130707","307.77252519130707","307.77252519130707","296.9313327819109","296.9313327819109","296.9313327819109","297.58398500084877","297.58398500084877","297.58398500084877"
"67","315.4873677492142","315.4873677492142","315.4873677492142","322.7781321108341","322.7781321108341","322.7781321108341","302.8792313784361","302.8792313784361","302.8792313784361","305.4298145622015","305.4298145622015","305.4298145622015","292.07093048095703","292.07093048095703","292.07093048095703","297.19476529955864","297.19476529955864","297.19476529955864"
"68","309.35195253789425","309.35195253789425","309.35195253789425","316.8766131848097","316.8766131848097","316.8766131848097","301.60117898881435","301.60117898881435","301.60117898881435","305.22191493213177","305.22191493213177","305.22191493213177","287.9934671521187","287.9934671521187","287.9934671521187","296.9792075380683","296.9792075380683","296.9792075380683"
"69","313.3908120840788","313.3908120840788","313.3908120840788","313.7331509143114","313.7331509143114","313.7331509143114","303.35639141499996","303.35639141499996","303.35639141499996","306.49340960383415","306.49340960383415","306.49340960383415","293.0331704169512","293.0331704169512","293.0331704169512","298.17320612818","298.17320612818","298.17320612818"
"70","306.4199790507555","306.4199790507555","306.4199790507555","305.20726142823696","305.20726142823696","305.20726142823696","299.7132528424263","299.7132528424263","299.7132528424263","298.0710682719946","298.0710682719946","298.0710682719946","282.6561195552349","282.6561195552349","282.6561195552349","294.03279262781143","294.03279262781143","294.03279262781143"
"71","304.5144921988249","304.5144921988249","304.5144921988249","305.01396146416664","305.01396146416664","305.01396146416664","295.38021609187126","295.38021609187126","295.38021609187126","298.3430734574795","298.3430734574795","298.3430734574795","283.7553938627243","283.7553938627243","283.7553938627243","290.5325066149235","290.5325066149235","290.5325066149235"
"72","300.17162424325943","300.17162424325943","300.17162424325943","300.5817068070173","300.5817068070173","300.5817068070173","299.1481782644987","299.1481782644987","299.1481782644987","299.66512048244476","299.66512048244476","299.66512048244476","285.5028167665005","285.5028167665005","285.5028167665005","289.7069478929043","289.7069478929043","289.7069478929043"
"73","302.49462945759296","302.49462945759296","302.49462945759296","301.27049338817596","301.27049338817596","301.27049338817596","296.56838393211365","296.56838393211365","296.56838393211365","298.79064832627773","298.79064832627773","298.79064832627773","279.50189669430256","279.50189669430256","279.50189669430256","285.13799772411585","285.13799772411585","285.13799772411585"
"74","303.3612669110298","303.3612669110298","303.3612669110298","298.3709816932678","298.3709816932678","298.3709816932678","290.427342236042","290.427342236042","290.427342236042","292.99123227596283","292.99123227596283","292.99123227596283","276.2292889505625","276.2292889505625","276.2292889505625","286.30401089787483","286.30401089787483","286.30401089787483"
"75","299.65416745841503","299.65416745841503","299.65416745841503","291.78225813806057","291.78225813806057","291.78225813806057","289.20076778531075","289.20076778531075","289.20076778531075","293.81918826699257","293.81918826699257","293.81918826699257","278.38730286061764","278.38730286061764","278.38730286061764","290.28695257008076","290.28695257008076","290.28695257008076"
"76","298.5232476145029","298.5232476145029","298.5232476145029","285.1314674168825","285.1314674168825","285.1314674168825","286.48075963556767","286.48075963556767","286.48075963556767","291.8663905262947","291.8663905262947","291.8663905262947","270.698855958879","270.698855958879","270.698855958879","284.3272841870785","284.3272841870785","284.3272841870785"
"77","296.3637583255768","296.3637583255768","296.3637583255768","284.9826403707266","284.9826403707266","284.9826403707266","290.6855331212282","290.6855331212282","290.6855331212282","294.2614675909281","294.2614675909281","294.2614675909281","276.9434642493725","276.9434642493725","276.9434642493725","290.071829110384","290.071829110384","290.071829110384"
"78","296.70976392924786","296.70976392924786","296.70976392924786","282.63605184853077","282.63605184853077","282.63605184853077","286.38871143758297","286.38871143758297","286.38871143758297","287.66456542909145","287.66456542909145","287.66456542909145","272.4003900140524","272.4003900140524","272.4003900140524","278.1641287058592","278.1641287058592","278.1641287058592"
"79","298.172164067626","298.172164067626","298.172164067626","282.78001394867897","282.78001394867897","282.78001394867897","283.84943430125713","283.84943430125713","283.84943430125713","285.3105721324682","285.3105721324682","285.3105721324682","269.43787552416325","269.43787552416325","269.43787552416325","278.4539682716131","278.4539682716131","278.4539682716131"
"80","291.90312188863754","291.90312188863754","291.90312188863754","275.8893819451332","275.8893819451332","275.8893819451332","283.2483294159174","283.2483294159174","283.2483294159174","285.8973683267832","285.8973683267832","285.8973683267832","274.6971559599042","274.6971559599042","274.6971559599042","285.057696595788","285.057696595788","285.057696595788"
"81","292.5899241566658","292.5899241566658","292.5899241566658","275.609202593565","275.609202593565","275.609202593565","282.5391142219305","282.5391142219305","282.5391142219305","284.23399344086647","284.23399344086647","284.23399344086647","268.3352564573288","268.3352564573288","268.3352564573288","276.4696970246732","276.4696970246732","276.4696970246732"
"82","289.9825684726238","289.9825684726238","289.9825684726238","269.9441451430321","269.9441451430321","269.9441451430321","276.588558152318","276.588558152318","276.588558152318","279.85455743968487","279.85455743968487","279.85455743968487","267.84578830748796","267.84578830748796","267.84578830748796","274.29798398911953","274.29798398911953","274.29798398911953"
"83","289.06731478869915","289.06731478869915","289.06731478869915","270.0370597988367","270.0370597988367","270.0370597988367","280.020156532526","280.020156532526","280.020156532526","279.17029628157616","279.17029628157616","279.17029628157616","264.1103733256459","264.1103733256459","264.1103733256459","283.13216200470924","283.13216200470924","283.13216200470924"
"84","289.4446395486593","289.4446395486593","289.4446395486593","264.69881495833397","264.69881495833397","264.69881495833397","279.4837282449007","279.4837282449007","279.4837282449007","278.87663190066814","278.87663190066814","278.87663190066814","266.1246602386236","266.1246602386236","266.1246602386236","275.4409455060959","275.4409455060959","275.4409455060959"
"85","287.42569050192833","287.42569050192833","287.42569050192833","263.1131704300642","263.1131704300642","263.1131704300642","278.25910894572735","278.25910894572735","278.25910894572735","278.5014378130436","278.5014378130436","278.5014378130436","264.1461130157113","264.1461130157113","264.1461130157113","278.4946884214878","278.4946884214878","278.4946884214878"
"86","286.9524511694908","286.9524511694908","286.9524511694908","264.4823567122221","264.4823567122221","264.4823567122221","278.20923368632793","278.20923368632793","278.20923368632793","277.74015253037214","277.74015253037214","277.74015253037214","264.933591209352","264.933591209352","264.933591209352","274.76061583310366","274.76061583310366","274.76061583310366"
"87","286.67664690315723","286.67664690315723","286.67664690315723","260.3544936850667","260.3544936850667","260.3544936850667","272.80128540098667","272.80128540098667","272.80128540098667","277.2934759259224","277.2934759259224","277.2934759259224","263.94953779131174","263.94953779131174","263.94953779131174","272.817198805511","272.817198805511","272.817198805511"
"88","286.0323670655489","286.0323670655489","286.0323670655489","256.7961124032736","256.7961124032736","256.7961124032736","270.71221943199635","270.71221943199635","270.71221943199635","275.6444565951824","275.6444565951824","275.6444565951824","261.22767558693886","261.22767558693886","261.22767558693886","270.34414330869913","270.34414330869913","270.34414330869913"
"89","285.0100946575403","285.0100946575403","285.0100946575403","257.22097258269787","257.22097258269787","257.22097258269787","271.2534398958087","271.2534398958087","271.2534398958087","272.9968962147832","272.9968962147832","272.9968962147832","260.06214670836926","260.06214670836926","260.06214670836926","275.62415344268084","275.62415344268084","275.62415344268084"
"90","279.2464348971844","279.2464348971844","279.2464348971844","250.31571048498154","250.31571048498154","250.31571048498154","272.4536797106266","272.4536797106266","272.4536797106266","272.1473246961832","272.1473246961832","272.1473246961832","256.2561374232173","256.2561374232173","256.2561374232173","270.22061125934124","270.22061125934124","270.22061125934124"
