"Step","OGD - TrainLoss","OGD - TrainLoss__MIN","OGD - TrainLoss__MAX","AmsGrad - TrainLoss","AmsGrad - TrainLoss__MIN","AmsGrad - TrainLoss__MAX","SC-Adagrad - TrainLoss","SC-Adagrad - TrainLoss__MIN","SC-Adagrad - TrainLoss__MAX","SC-RMS - TrainLoss","SC-RMS - TrainLoss__MIN","SC-RMS - TrainLoss__MAX","Sadam - TrainLoss","Sadam - TrainLoss__MIN","Sadam - TrainLoss__MAX","Adam - TrainLoss","Adam - TrainLoss__MIN","Adam - TrainLoss__MAX"
"10","13.392311526578851","13.392311526578851","13.392311526578851","39.38236917532049","39.38236917532049","39.38236917532049","3.007475389400497","3.007475389400497","3.007475389400497","3.254696922900621","3.254696922900621","3.254696922900621","24.910251847933978","24.910251847933978","24.910251847933978","60.69764730846509","60.69764730846509","60.69764730846509"
"11","4.136463425355032","4.136463425355032","4.136463425355032","26.347511340864003","26.347511340864003","26.347511340864003","1.5613646367564797","1.5613646367564797","1.5613646367564797","1.631463171564974","1.631463171564974","1.631463171564974","14.380858165794052","14.380858165794052","14.380858165794052","50.57267780858092","50.57267780858092","50.57267780858092"
"12","1.968880311382236","1.968880311382236","1.968880311382236","30.098404625896364","30.098404625896364","30.098404625896364","1.001085868861992","1.001085868861992","1.001085868861992","1.1151370497536846","1.1151370497536846","1.1151370497536846","7.4378746129223146","7.4378746129223146","7.4378746129223146","47.37422953755595","47.37422953755595","47.37422953755595"
"13","1.6825742453802377","1.6825742453802377","1.6825742453802377","21.969140233821236","21.969140233821236","21.969140233821236","0.7889895238622557","0.7889895238622557","0.7889895238622557","0.7932037980062887","0.7932037980062887","0.7932037980062887","3.4657026241184212","3.4657026241184212","3.4657026241184212","40.86987430113368","40.86987430113368","40.86987430113368"
"14","1.020857957410044","1.020857957410044","1.020857957410044","14.202687182521913","14.202687182521913","14.202687182521913","0.6407118206261657","0.6407118206261657","0.6407118206261657","0.6692079616332194","0.6692079616332194","0.6692079616332194","1.9451569283846766","1.9451569283846766","1.9451569283846766","33.774624010780826","33.774624010780826","33.774624010780826"
"15","0.7303357600758318","0.7303357600758318","0.7303357600758318","9.805754512621206","9.805754512621206","9.805754512621206","0.5666004934028024","0.5666004934028024","0.5666004934028024","0.6619377450551838","0.6619377450551838","0.6619377450551838","0.9115176238265121","0.9115176238265121","0.9115176238265121","35.33636562450556","35.33636562450556","35.33636562450556"
"16","0.571889273749548","0.571889273749548","0.571889273749548","4.977288805574062","4.977288805574062","4.977288805574062","0.5132841630111216","0.5132841630111216","0.5132841630111216","0.5136297668941552","0.5136297668941552","0.5136297668941552","0.7730963914727909","0.7730963914727909","0.7730963914727909","32.19121020997409","32.19121020997409","32.19121020997409"
"17","0.49039760806044796","0.49039760806044796","0.49039760806044796","5.1611078304486","5.1611078304486","5.1611078304486","0.43694579128350597","0.43694579128350597","0.43694579128350597","0.46181971816986334","0.46181971816986334","0.46181971816986334","0.6162257390315062","0.6162257390315062","0.6162257390315062","28.388943270139862","28.388943270139862","28.388943270139862"
"18","0.4940461519145174","0.4940461519145174","0.4940461519145174","8.29579790871503","8.29579790871503","8.29579790871503","0.38447370092762867","0.38447370092762867","0.38447370092762867","0.41435695280961227","0.41435695280961227","0.41435695280961227","0.4523114174080547","0.4523114174080547","0.4523114174080547","28.33622060721973","28.33622060721973","28.33622060721973"
"19","0.39756629410840105","0.39756629410840105","0.39756629410840105","9.100376929374761","9.100376929374761","9.100376929374761","0.3613340457668528","0.3613340457668528","0.3613340457668528","0.36657588607340585","0.36657588607340585","0.36657588607340585","0.39764165857923217","0.39764165857923217","0.39764165857923217","25.18068355030846","25.18068355030846","25.18068355030846"
"20","0.3609165230736835","0.3609165230736835","0.3609165230736835","7.318674072535941","7.318674072535941","7.318674072535941","0.34545126732700737","0.34545126732700737","0.34545126732700737","0.35863010899629444","0.35863010899629444","0.35863010899629444","0.37314508948111325","0.37314508948111325","0.37314508948111325","20.70917505599209","20.70917505599209","20.70917505599209"
"21","0.3350353069763514","0.3350353069763514","0.3350353069763514","8.221496814265265","8.221496814265265","8.221496814265265","0.3053208980127238","0.3053208980127238","0.3053208980127238","0.3416493749246001","0.3416493749246001","0.3416493749246001","0.39308351594081614","0.39308351594081614","0.39308351594081614","27.59313776444469","27.59313776444469","27.59313776444469"
"22","0.43741057981242193","0.43741057981242193","0.43741057981242193","5.106947873755416","5.106947873755416","5.106947873755416","0.30476795818685787","0.30476795818685787","0.30476795818685787","0.30480536279355874","0.30480536279355874","0.30480536279355874","0.302203624505637","0.302203624505637","0.302203624505637","20.96615747807664","20.96615747807664","20.96615747807664"
"23","2.310470992611954","2.310470992611954","2.310470992611954","9.393388758369838","9.393388758369838","9.393388758369838","0.295460171852028","0.295460171852028","0.295460171852028","0.29502888509159675","0.29502888509159675","0.29502888509159675","0.2868173222814221","0.2868173222814221","0.2868173222814221","19.057121004749206","19.057121004749206","19.057121004749206"
"24","0.8136096537782578","0.8136096537782578","0.8136096537782578","6.191480882604083","6.191480882604083","6.191480882604083","0.27724676494835876","0.27724676494835876","0.27724676494835876","0.3166548501685611","0.3166548501685611","0.3166548501685611","0.25674225086549995","0.25674225086549995","0.25674225086549995","22.947956361662364","22.947956361662364","22.947956361662364"
"25","0.4492805969857727","0.4492805969857727","0.4492805969857727","5.921124507847708","5.921124507847708","5.921124507847708","0.24699642826453783","0.24699642826453783","0.24699642826453783","0.2625766021301388","0.2625766021301388","0.2625766021301388","0.23285189669331885","0.23285189669331885","0.23285189669331885","18.80976700525207","18.80976700525207","18.80976700525207"
"26","0.3392059840116417","0.3392059840116417","0.3392059840116417","3.041304430258606","3.041304430258606","3.041304430258606","0.22617604671540903","0.22617604671540903","0.22617604671540903","0.27464328958740225","0.27464328958740225","0.27464328958740225","0.19662334322129027","0.19662334322129027","0.19662334322129027","15.346048375482496","15.346048375482496","15.346048375482496"
"27","0.2878400455592782","0.2878400455592782","0.2878400455592782","2.6237757085327758","2.6237757085327758","2.6237757085327758","0.22207953118777368","0.22207953118777368","0.22207953118777368","0.2367674778943183","0.2367674778943183","0.2367674778943183","0.1842411570250988","0.1842411570250988","0.1842411570250988","17.002401110177743","17.002401110177743","17.002401110177743"
"28","0.28384797534090467","0.28384797534090467","0.28384797534090467","1.1168590289262283","1.1168590289262283","1.1168590289262283","0.21707530949061038","0.21707530949061038","0.21707530949061038","0.2285967998104752","0.2285967998104752","0.2285967998104752","0.17761132243322209","0.17761132243322209","0.17761132243322209","15.634628169529606","15.634628169529606","15.634628169529606"
"29","0.2268460848426912","0.2268460848426912","0.2268460848426912","0.6166889990527125","0.6166889990527125","0.6166889990527125","0.19402068985800724","0.19402068985800724","0.19402068985800724","0.205839309055591","0.205839309055591","0.205839309055591","0.156575369888742","0.156575369888742","0.156575369888742","14.309669544716598","14.309669544716598","14.309669544716598"
"30","0.22203527356759878","0.22203527356759878","0.22203527356759878","0.32995786694391427","0.32995786694391427","0.32995786694391427","0.1890832680874155","0.1890832680874155","0.1890832680874155","0.20376373900217004","0.20376373900217004","0.20376373900217004","0.15778285889609833","0.15778285889609833","0.15778285889609833","17.49842007141706","17.49842007141706","17.49842007141706"
"31","0.22186233969114255","0.22186233969114255","0.22186233969114255","0.40172434184478334","0.40172434184478334","0.40172434184478334","0.18783665214141365","0.18783665214141365","0.18783665214141365","0.20223321586672682","0.20223321586672682","0.20223321586672682","0.16362733626556292","0.16362733626556292","0.16362733626556292","16.632069827173837","16.632069827173837","16.632069827173837"
"32","0.2051641857906361","0.2051641857906361","0.2051641857906361","0.16934531592596613","0.16934531592596613","0.16934531592596613","0.17938502140896162","0.17938502140896162","0.17938502140896162","0.19259887627777061","0.19259887627777061","0.19259887627777061","0.13975686219055206","0.13975686219055206","0.13975686219055206","12.35625337123929","12.35625337123929","12.35625337123929"
"33","0.20164161028515082","0.20164161028515082","0.20164161028515082","0.10831622982504996","0.10831622982504996","0.10831622982504996","0.1714535639839596","0.1714535639839596","0.1714535639839596","0.1863186132759438","0.1863186132759438","0.1863186132759438","0.1403030079891323","0.1403030079891323","0.1403030079891323","14.205386312183691","14.205386312183691","14.205386312183691"
"34","0.272001789908245","0.272001789908245","0.272001789908245","0.14726953374702134","0.14726953374702134","0.14726953374702134","0.17863216927071335","0.17863216927071335","0.17863216927071335","0.20864857338892762","0.20864857338892762","0.20864857338892762","0.14193129352497635","0.14193129352497635","0.14193129352497635","14.851139549886284","14.851139549886284","14.851139549886284"
"35","0.6167147634660068","0.6167147634660068","0.6167147634660068","0.2487562423602867","0.2487562423602867","0.2487562423602867","0.23059999542601872","0.23059999542601872","0.23059999542601872","0.25627612791140564","0.25627612791140564","0.25627612791140564","0.13711907208198681","0.13711907208198681","0.13711907208198681","8.817177879751398","8.817177879751398","8.817177879751398"
"36","0.25821475809425465","0.25821475809425465","0.25821475809425465","0.08702619260066058","0.08702619260066058","0.08702619260066058","0.162127865551156","0.162127865551156","0.162127865551156","0.3136171812438988","0.3136171812438988","0.3136171812438988","0.12491350548953051","0.12491350548953051","0.12491350548953051","17.6965305467711","17.6965305467711","17.6965305467711"
"37","0.19162167704780586","0.19162167704780586","0.19162167704780586","0.12091781099320542","0.12091781099320542","0.12091781099320542","0.17423543095355853","0.17423543095355853","0.17423543095355853","0.19478737084864406","0.19478737084864406","0.19478737084864406","0.11680114022783528","0.11680114022783528","0.11680114022783528","9.499101429362781","9.499101429362781","9.499101429362781"
"38","0.1767272127290198","0.1767272127290198","0.1767272127290198","0.41220493743435327","0.41220493743435327","0.41220493743435327","0.2351970609597629","0.2351970609597629","0.2351970609597629","0.1656545295518299","0.1656545295518299","0.1656545295518299","0.11813141905440716","0.11813141905440716","0.11813141905440716","5.645414152709236","5.645414152709236","5.645414152709236"
"39","0.17110719113406958","0.17110719113406958","0.17110719113406958","0.1583309796442336","0.1583309796442336","0.1583309796442336","0.16759400244336575","0.16759400244336575","0.16759400244336575","0.16299286624780507","0.16299286624780507","0.16299286624780507","0.11393867325386964","0.11393867325386964","0.11393867325386964","19.4449641971878","19.4449641971878","19.4449641971878"
"40","0.18026820983868674","0.18026820983868674","0.18026820983868674","0.09995640812098827","0.09995640812098827","0.09995640812098827","0.15008746638704906","0.15008746638704906","0.15008746638704906","0.15576383845836972","0.15576383845836972","0.15576383845836972","0.11107093818645808","0.11107093818645808","0.11107093818645808","8.37260841079842","8.37260841079842","8.37260841079842"
"41","0.30790434706796077","0.30790434706796077","0.30790434706796077","0.08193871456001034","0.08193871456001034","0.08193871456001034","0.1484289879044809","0.1484289879044809","0.1484289879044809","0.18088616246313904","0.18088616246313904","0.18088616246313904","0.1882584722188767","0.1882584722188767","0.1882584722188767","10.554534965915082","10.554534965915082","10.554534965915082"
"42","1.6611277718038764","1.6611277718038764","1.6611277718038764","0.06080094146977899","0.06080094146977899","0.06080094146977899","0.1407380565397034","0.1407380565397034","0.1407380565397034","0.43599940932472236","0.43599940932472236","0.43599940932472236","0.8915402699167316","0.8915402699167316","0.8915402699167316","13.190879714064067","13.190879714064067","13.190879714064067"
"43","0.6275626195383666","0.6275626195383666","0.6275626195383666","0.12194169913641417","0.12194169913641417","0.12194169913641417","0.13208591835063999","0.13208591835063999","0.13208591835063999","0.20229680441480014","0.20229680441480014","0.20229680441480014","0.20159266362861672","0.20159266362861672","0.20159266362861672","6.865932489151419","6.865932489151419","6.865932489151419"
"44","0.31896525693082367","0.31896525693082367","0.31896525693082367","0.06651945057114972","0.06651945057114972","0.06651945057114972","0.13000189727608813","0.13000189727608813","0.13000189727608813","0.18317095019301632","0.18317095019301632","0.18317095019301632","0.18281040501460666","0.18281040501460666","0.18281040501460666","12.940358717871277","12.940358717871277","12.940358717871277"
"45","0.314395515149954","0.314395515149954","0.314395515149954","0.09032840211830262","0.09032840211830262","0.09032840211830262","0.1295073613000568","0.1295073613000568","0.1295073613000568","0.16593178934999742","0.16593178934999742","0.16593178934999742","0.14446594638320676","0.14446594638320676","0.14446594638320676","7.276941408569655","7.276941408569655","7.276941408569655"
"46","0.23445113541311002","0.23445113541311002","0.23445113541311002","0.055409272267070264","0.055409272267070264","0.055409272267070264","0.11798493230890017","0.11798493230890017","0.11798493230890017","0.1532232424688118","0.1532232424688118","0.1532232424688118","0.1255875593978999","0.1255875593978999","0.1255875593978999","10.046637229381304","10.046637229381304","10.046637229381304"
"47","0.19119334843162505","0.19119334843162505","0.19119334843162505","0.04715797540939093","0.04715797540939093","0.04715797540939093","0.11534634860072401","0.11534634860072401","0.11534634860072401","0.16292737745970953","0.16292737745970953","0.16292737745970953","0.12202482151224103","0.12202482151224103","0.12202482151224103","10.869986914440233","10.869986914440233","10.869986914440233"
"48","0.1854323361585557","0.1854323361585557","0.1854323361585557","0.041356843833227686","0.041356843833227686","0.041356843833227686","0.11220494434383","0.11220494434383","0.11220494434383","0.13852825102367206","0.13852825102367206","0.13852825102367206","0.11553816468040168","0.11553816468040168","0.11553816468040168","10.018675969895412","10.018675969895412","10.018675969895412"
"49","0.15856335383068654","0.15856335383068654","0.15856335383068654","0.05334090540827674","0.05334090540827674","0.05334090540827674","0.11238146672258154","0.11238146672258154","0.11238146672258154","0.13406513731752057","0.13406513731752057","0.13406513731752057","0.10675682039891399","0.10675682039891399","0.10675682039891399","6.0838920993282954","6.0838920993282954","6.0838920993282954"
"50","0.14167451254797925","0.14167451254797925","0.14167451254797925","0.038150824312197074","0.038150824312197074","0.038150824312197074","0.10529140417202143","0.10529140417202143","0.10529140417202143","0.12335763364899321","0.12335763364899321","0.12335763364899321","0.0998356319123559","0.0998356319123559","0.0998356319123559","9.973299204884825","9.973299204884825","9.973299204884825"
"51","0.13317103237932315","0.13317103237932315","0.13317103237932315","0.03784731429107069","0.03784731429107069","0.03784731429107069","0.10886809112707851","0.10886809112707851","0.10886809112707851","0.11930975049472181","0.11930975049472181","0.11930975049472181","0.10925213161499414","0.10925213161499414","0.10925213161499414","8.443105877317976","8.443105877317976","8.443105877317976"
"52","0.12452337498507404","0.12452337498507404","0.12452337498507404","0.03134891272929963","0.03134891272929963","0.03134891272929963","0.10565377529565012","0.10565377529565012","0.10565377529565012","0.11668552649280173","0.11668552649280173","0.11668552649280173","0.1035942199814599","0.1035942199814599","0.1035942199814599","6.598011721139301","6.598011721139301","6.598011721139301"
"53","0.1254223353571433","0.1254223353571433","0.1254223353571433","0.02621257146483913","0.02621257146483913","0.02621257146483913","0.09849155612391769","0.09849155612391769","0.09849155612391769","0.10994564794600592","0.10994564794600592","0.10994564794600592","0.09609640936832875","0.09609640936832875","0.09609640936832875","8.69935362621436","8.69935362621436","8.69935362621436"
"54","0.13511892298083694","0.13511892298083694","0.13511892298083694","0.029719065029667036","0.029719065029667036","0.029719065029667036","0.09999692445489927","0.09999692445489927","0.09999692445489927","0.11000437189795775","0.11000437189795775","0.11000437189795775","0.09656651179284381","0.09656651179284381","0.09656651179284381","6.87682020655393","6.87682020655393","6.87682020655393"
"55","0.12260471774061443","0.12260471774061443","0.12260471774061443","0.031693869465811986","0.031693869465811986","0.031693869465811986","0.09380180934385862","0.09380180934385862","0.09380180934385862","0.10299178339118953","0.10299178339118953","0.10299178339118953","0.08319597637273546","0.08319597637273546","0.08319597637273546","9.025505806424007","9.025505806424007","9.025505806424007"
"56","0.10392707410392177","0.10392707410392177","0.10392707410392177","0.024195840712707195","0.024195840712707195","0.024195840712707195","0.08818340268408065","0.08818340268408065","0.08818340268408065","0.0980529098851548","0.0980529098851548","0.0980529098851548","0.07534036264314636","0.07534036264314636","0.07534036264314636","6.901400947926049","6.901400947926049","6.901400947926049"
"57","0.09728466861452034","0.09728466861452034","0.09728466861452034","0.024072025080386084","0.024072025080386084","0.024072025080386084","0.08583412478219543","0.08583412478219543","0.08583412478219543","0.09302134021709207","0.09302134021709207","0.09302134021709207","0.06902683358202921","0.06902683358202921","0.06902683358202921","7.905243088041061","7.905243088041061","7.905243088041061"
"58","0.10080369838578918","0.10080369838578918","0.10080369838578918","0.023845825204261928","0.023845825204261928","0.023845825204261928","0.08582874397689011","0.08582874397689011","0.08582874397689011","0.09358645671818522","0.09358645671818522","0.09358645671818522","0.07264537044557073","0.07264537044557073","0.07264537044557073","5.262302333704611","5.262302333704611","5.262302333704611"
"59","0.12246103288998711","0.12246103288998711","0.12246103288998711","0.021904138551462893","0.021904138551462893","0.021904138551462893","0.08952439003405743","0.08952439003405743","0.08952439003405743","0.09648460774042178","0.09648460774042178","0.09648460774042178","0.07290982411450386","0.07290982411450386","0.07290982411450386","7.737687298186302","7.737687298186302","7.737687298186302"
"60","0.1216056076955283","0.1216056076955283","0.1216056076955283","0.023916993627267402","0.023916993627267402","0.023916993627267402","0.08272755542384402","0.08272755542384402","0.08272755542384402","0.09594575813753181","0.09594575813753181","0.09594575813753181","0.07280682288910612","0.07280682288910612","0.07280682288910612","10.108696885596146","10.108696885596146","10.108696885596146"
"61","0.09729470338788815","0.09729470338788815","0.09729470338788815","0.07103795644002275","0.07103795644002275","0.07103795644002275","0.08390291151044948","0.08390291151044948","0.08390291151044948","0.08965179846563842","0.08965179846563842","0.08965179846563842","0.06936097213474568","0.06936097213474568","0.06936097213474568","4.491812186134666","4.491812186134666","4.491812186134666"
"62","0.09587093370282673","0.09587093370282673","0.09587093370282673","0.268882666654747","0.268882666654747","0.268882666654747","0.08217575093112828","0.08217575093112828","0.08217575093112828","0.09626571457556565","0.09626571457556565","0.09626571457556565","0.07620324359868391","0.07620324359868391","0.07620324359868391","4.141114359162202","4.141114359162202","4.141114359162202"
"63","0.08396439868192829","0.08396439868192829","0.08396439868192829","0.05864836464979817","0.05864836464979817","0.05864836464979817","0.08032819806976477","0.08032819806976477","0.08032819806976477","0.08752933646428573","0.08752933646428573","0.08752933646428573","0.06556234017898532","0.06556234017898532","0.06556234017898532","9.742817842687145","9.742817842687145","9.742817842687145"
"64","0.08435762251974666","0.08435762251974666","0.08435762251974666","0.043826484846590574","0.043826484846590574","0.043826484846590574","0.07754204842240142","0.07754204842240142","0.07754204842240142","0.08277180076402146","0.08277180076402146","0.08277180076402146","0.061411229626173736","0.061411229626173736","0.061411229626173736","6.719545372140601","6.719545372140601","6.719545372140601"
"65","0.08703870568751881","0.08703870568751881","0.08703870568751881","0.04652204325873299","0.04652204325873299","0.04652204325873299","0.07462132806176669","0.07462132806176669","0.07462132806176669","0.08065248823186266","0.08065248823186266","0.08065248823186266","0.06484167795133544","0.06484167795133544","0.06484167795133544","2.666815323402261","2.666815323402261","2.666815323402261"
"66","0.08744627972737362","0.08744627972737362","0.08744627972737362","0.038129057119476784","0.038129057119476784","0.038129057119476784","0.0758415392228926","0.0758415392228926","0.0758415392228926","0.08413545122857613","0.08413545122857613","0.08413545122857613","0.06703639572333486","0.06703639572333486","0.06703639572333486","7.654540933269573","7.654540933269573","7.654540933269573"
"67","0.08893477773381164","0.08893477773381164","0.08893477773381164","0.027888980394095597","0.027888980394095597","0.027888980394095597","0.07599083902641723","0.07599083902641723","0.07599083902641723","0.08248702461969515","0.08248702461969515","0.08248702461969515","0.05980884981909185","0.05980884981909185","0.05980884981909185","8.490243043270311","8.490243043270311","8.490243043270311"
"68","0.07844596865288622","0.07844596865288622","0.07844596865288622","0.023972786735612317","0.023972786735612317","0.023972786735612317","0.07372518786905857","0.07372518786905857","0.07372518786905857","0.07983756102657935","0.07983756102657935","0.07983756102657935","0.059432720383483684","0.059432720383483684","0.059432720383483684","3.019701096826793","3.019701096826793","3.019701096826793"
"69","0.0756530570824907","0.0756530570824907","0.0756530570824907","0.026509128033239904","0.026509128033239904","0.026509128033239904","0.07040502185009245","0.07040502185009245","0.07040502185009245","0.07511734661420633","0.07511734661420633","0.07511734661420633","0.05518032154850516","0.05518032154850516","0.05518032154850516","7.608943512047745","7.608943512047745","7.608943512047745"
"70","0.07371030055674055","0.07371030055674055","0.07371030055674055","0.02300169550665032","0.02300169550665032","0.02300169550665032","0.07028061149867426","0.07028061149867426","0.07028061149867426","0.07544730300469382","0.07544730300469382","0.07544730300469382","0.058774795397766866","0.058774795397766866","0.058774795397766866","5.778961744992557","5.778961744992557","5.778961744992557"
"71","0.11338357524073217","0.11338357524073217","0.11338357524073217","0.07008185885422336","0.07008185885422336","0.07008185885422336","0.07884354543784866","0.07884354543784866","0.07884354543784866","0.09401553305178822","0.09401553305178822","0.09401553305178822","0.06090102970847511","0.06090102970847511","0.06090102970847511","6.349013226306852","6.349013226306852","6.349013226306852"
"72","0.23994745745039836","0.23994745745039836","0.23994745745039836","0.5739227026089111","0.5739227026089111","0.5739227026089111","0.08826777695139754","0.08826777695139754","0.08826777695139754","0.1114723682985641","0.1114723682985641","0.1114723682985641","0.05702519541955553","0.05702519541955553","0.05702519541955553","4.949605893700209","4.949605893700209","4.949605893700209"
"73","0.10154317732121854","0.10154317732121854","0.10154317732121854","0.08849443613053154","0.08849443613053154","0.08849443613053154","0.07127079812744341","0.07127079812744341","0.07127079812744341","0.08145810204950976","0.08145810204950976","0.08145810204950976","0.052284768257777614","0.052284768257777614","0.052284768257777614","6.717634177291075","6.717634177291075","6.717634177291075"
"74","0.09679399086780904","0.09679399086780904","0.09679399086780904","0.10390032378541036","0.10390032378541036","0.10390032378541036","0.07694508504391706","0.07694508504391706","0.07694508504391706","0.08207317069536657","0.08207317069536657","0.08207317069536657","0.057484704971102474","0.057484704971102474","0.057484704971102474","4.56290187315426","4.56290187315426","4.56290187315426"
"75","0.08537376783442596","0.08537376783442596","0.08537376783442596","0.05618501710239343","0.05618501710239343","0.05618501710239343","0.08536956613352231","0.08536956613352231","0.08536956613352231","0.07718663943887805","0.07718663943887805","0.07718663943887805","0.053078280103363795","0.053078280103363795","0.053078280103363795","6.835311148122855","6.835311148122855","6.835311148122855"
"76","0.07772927369387617","0.07772927369387617","0.07772927369387617","0.08041169097293732","0.08041169097293732","0.08041169097293732","0.09019338850521308","0.09019338850521308","0.09019338850521308","0.07314411509287311","0.07314411509287311","0.07314411509287311","0.05518186811968917","0.05518186811968917","0.05518186811968917","6.593289473205914","6.593289473205914","6.593289473205914"
"77","0.07831641357915942","0.07831641357915942","0.07831641357915942","0.04709083713464679","0.04709083713464679","0.04709083713464679","0.07582381331303623","0.07582381331303623","0.07582381331303623","0.07266608416648523","0.07266608416648523","0.07266608416648523","0.05213861088577687","0.05213861088577687","0.05213861088577687","3.7736537024270547","3.7736537024270547","3.7736537024270547"
"78","0.077672510330558","0.077672510330558","0.077672510330558","0.03634922896071657","0.03634922896071657","0.03634922896071657","0.06953794745459163","0.06953794745459163","0.06953794745459163","0.06799019219943148","0.06799019219943148","0.06799019219943148","0.050459131884963426","0.050459131884963426","0.050459131884963426","3.386753550900721","3.386753550900721","3.386753550900721"
"79","0.07492438831650361","0.07492438831650361","0.07492438831650361","0.026288371025316337","0.026288371025316337","0.026288371025316337","0.06425681215841905","0.06425681215841905","0.06425681215841905","0.06556718513456872","0.06556718513456872","0.06556718513456872","0.045591877245897194","0.045591877245897194","0.045591877245897194","5.831533151144413","5.831533151144413","5.831533151144413"
"80","0.07182385166652239","0.07182385166652239","0.07182385166652239","0.033195861929357307","0.033195861929357307","0.033195861929357307","0.06726883458759403","0.06726883458759403","0.06726883458759403","0.06863548584624368","0.06863548584624368","0.06863548584624368","0.04911299998366303","0.04911299998366303","0.04911299998366303","5.592869351911077","5.592869351911077","5.592869351911077"
"81","0.06983672634487448","0.06983672634487448","0.06983672634487448","0.027644597867265475","0.027644597867265475","0.027644597867265475","0.0683327364968136","0.0683327364968136","0.0683327364968136","0.0679293430512189","0.0679293430512189","0.0679293430512189","0.04696917128330824","0.04696917128330824","0.04696917128330824","5.145850248730767","5.145850248730767","5.145850248730767"
"82","0.06974637815892493","0.06974637815892493","0.06974637815892493","0.021976399953473447","0.021976399953473447","0.021976399953473447","0.0659467828063498","0.0659467828063498","0.0659467828063498","0.06751894055196317","0.06751894055196317","0.06751894055196317","0.048730829889791494","0.048730829889791494","0.048730829889791494","4.392306602780991","4.392306602780991","4.392306602780991"
